APMC,Commodity,combination_label,date,modal_price,quarter,deseasonalise_price
Rahata,ginger (fresh),Rahata:ginger (fresh),2015-10-01,3889.0,4,4172.856045809852
Rahata,ginger (fresh),Rahata:ginger (fresh),2015-11-01,4125.0,4,4426.081560546578
Rahata,ginger (fresh),Rahata:ginger (fresh),2015-12-01,4643.0,4,4981.890105604305
Rahata,ginger (fresh),Rahata:ginger (fresh),2016-01-01,3700.0,1,3882.87164943618
Rahata,ginger (fresh),Rahata:ginger (fresh),2016-02-01,3400.0,1,3568.044218400814
Rahata,ginger (fresh),Rahata:ginger (fresh),2016-03-01,2785.0,1,2922.647984778314
Rahata,ginger (fresh),Rahata:ginger (fresh),2016-04-01,1792.0,2,1785.204641513352
Rahata,ginger (fresh),Rahata:ginger (fresh),2016-05-01,1686.0,2,1679.606599102406
Rahata,ginger (fresh),Rahata:ginger (fresh),2016-06-01,2817.0,2,2806.3177874682547
Rahata,ginger (fresh),Rahata:ginger (fresh),2016-07-01,3108.0,3,3080.8455938598254
Rahata,ginger (fresh),Rahata:ginger (fresh),2016-08-01,2446.0,3,2424.6294474199267
Rahata,ginger (fresh),Rahata:ginger (fresh),2016-09-01,2590.0,3,2567.3713282165213
Rahata,ginger (fresh),Rahata:ginger (fresh),2016-10-01,1500.0,4,1609.4842038351192
Rahata,ginger (fresh),Rahata:ginger (fresh),2016-11-01,1391.0,4,1492.528351689767
Rahata,potato,Rahata:potato,2014-09-01,2154.0,3,2189.5395263093883
Rahata,potato,Rahata:potato,2014-10-01,2244.0,4,2238.645981733337
Rahata,potato,Rahata:potato,2014-11-01,2413.75,4,2407.9909707704287
Rahata,potato,Rahata:potato,2014-12-01,2317.0,4,2311.4718091248405
Rahata,potato,Rahata:potato,2015-01-01,1292.0,1,1394.2544220517532
Rahata,potato,Rahata:potato,2015-02-01,1158.0,1,1249.6490872569118
Rahata,potato,Rahata:potato,2015-03-01,800.0,1,863.3154316109926
Rahata,potato,Rahata:potato,2015-04-01,696.0,2,668.1947377821
Rahata,potato,Rahata:potato,2015-05-01,886.0,2,850.6042207973285
Rahata,potato,Rahata:potato,2015-06-01,1011.0,2,970.6104596231366
Rahata,potato,Rahata:potato,2015-07-01,889.0,3,903.6678917776445
Rahata,potato,Rahata:potato,2015-08-01,900.0,3,914.8493842518335
Rahata,potato,Rahata:potato,2015-09-01,900.0,3,914.8493842518335
Rahata,potato,Rahata:potato,2015-10-01,900.0,4,897.8526664705897
Rahata,potato,Rahata:potato,2015-11-01,1110.0,4,1107.351621980394
Rahata,potato,Rahata:potato,2015-12-01,1031.0,4,1028.5401101457533
Rahata,potato,Rahata:potato,2016-01-01,882.0,1,951.8052633511194
Rahata,potato,Rahata:potato,2016-02-01,1050.0,1,1133.1015039894278
Rahata,potato,Rahata:potato,2016-03-01,1214.0,1,1310.0811674696813
Rahata,potato,Rahata:potato,2016-04-01,1392.0,2,1336.3894755642
Rahata,potato,Rahata:potato,2016-05-01,1464.0,2,1405.5130691278655
Rahata,potato,Rahata:potato,2016-06-01,1585.0,2,1521.679108311248
Rahata,potato,Rahata:potato,2016-07-01,1729.0,3,1757.5273170793557
Rahata,potato,Rahata:potato,2016-08-01,1546.0,3,1571.5079422814829
Rahata,potato,Rahata:potato,2016-09-01,1465.0,3,1489.171497698818
Rahata,potato,Rahata:potato,2016-10-01,1400.0,4,1396.659703398695
Rahata,potato,Rahata:potato,2016-11-01,1236.0,4,1233.0509952862765
Rahata,ladies finger,Rahata:ladies finger,2014-09-01,1992.0,3,2296.777792016012
Rahata,ladies finger,Rahata:ladies finger,2014-10-01,1850.0,4,1662.0249279086584
Rahata,ladies finger,Rahata:ladies finger,2014-11-01,3091.0,4,2776.929217386845
