APMC,Commodity,combination_label,date,modal_price,quarter,deseasonalise_price
Akole,gram,Akole:gram,2015-01-01,3250.0,1,3239.973930044348
Akole,gram,Akole:gram,2015-02-01,3200.0,1,3190.128177274435
Akole,gram,Akole:gram,2015-03-01,3225.0,1,3215.0510536593915
Akole,gram,Akole:gram,2015-04-01,3350.0,2,3225.59894921571
Akole,gram,Akole:gram,2015-05-01,3500.0,2,3370.028752911936
Akole,gram,Akole:gram,2015-06-01,3675.0,2,3538.530190557533
Akole,gram,Akole:gram,2015-07-01,3525.0,3,3507.911841035963
Akole,gram,Akole:gram,2015-08-01,3567.0,3,3549.7082374397955
Akole,gram,Akole:gram,2015-09-01,3600.0,3,3582.548263185664
Akole,gram,Akole:gram,2015-10-01,3500.0,4,3485.3795279428873
Akole,gram,Akole:gram,2015-11-01,3575.0,4,3560.066232113092
Akole,gram,Akole:gram,2015-12-01,3650.0,4,3634.752936283297
Akole,gram,Akole:gram,2016-01-01,3550.0,1,3539.0484466638263
Akole,gram,Akole:gram,2016-02-01,3500.0,1,3489.2026938939134
Akole,gram,Akole:gram,2016-03-01,3800.0,1,3788.2772105133918
Akole,gram,Akole:gram,2016-04-01,4383.0,2,4220.238864003719
Akole,gram,Akole:gram,2016-05-01,5067.0,2,4878.838768858508
Akole,gram,Akole:gram,2016-06-01,5300.0,2,5103.186397266646
Akole,gram,Akole:gram,2016-07-01,5680.625,3,5653.087007655296
Akole,gram,Akole:gram,2016-08-01,5680.625,3,5653.087007655296
Akole,gram,Akole:gram,2016-10-01,5680.625,4,5656.89545169159
Akole,gram,Akole:gram,2016-11-01,5680.625,4,5656.89545169159
Akole,soybean,Akole:soybean,2014-09-01,3100.0,3,3162.5
Akole,soybean,Akole:soybean,2014-10-01,2860.0,4,2862.75
Akole,soybean,Akole:soybean,2014-11-01,3000.0,4,3002.75
Akole,soybean,Akole:soybean,2014-12-01,3000.0,4,3002.75
Akole,soybean,Akole:soybean,2015-01-01,3025.0,1,3016.6666666666665
Akole,soybean,Akole:soybean,2015-02-01,2437.5,1,2429.1666666666665
Akole,soybean,Akole:soybean,2015-03-01,2975.0,1,2966.6666666666665
Akole,soybean,Akole:soybean,2015-04-01,3250.0,2,3216.6666666666665
Akole,soybean,Akole:soybean,2015-05-01,3475.0,2,3441.6666666666665
Akole,soybean,Akole:soybean,2015-06-01,3250.0,2,3216.6666666666665
Akole,soybean,Akole:soybean,2015-07-01,3130.0,3,3192.5
Akole,soybean,Akole:soybean,2015-08-01,3000.0,3,3062.5
Akole,soybean,Akole:soybean,2015-09-01,3000.0,3,3062.5
Akole,soybean,Akole:soybean,2015-10-01,3120.0,4,3122.75
Akole,soybean,Akole:soybean,2015-11-01,3250.0,4,3252.75
Akole,soybean,Akole:soybean,2015-12-01,3250.0,4,3252.75
Akole,soybean,Akole:soybean,2016-01-01,3300.0,1,3291.6666666666665
Akole,soybean,Akole:soybean,2016-02-01,3375.0,1,3366.6666666666665
